user_id,item_id,split,timestamp
23,115,train,236
23,110,train,237
23,102,train,238
23,107,train,239
23,16,train,240
24,18,train,241
24,39,train,242
24,13,test,243
24,37,train,244
24,8,train,245
24,9,train,246
24,10,train,247
24,17,val,248
24,2,train,249
24,1,train,250
25,25,train,251
25,28,train,252
25,38,test,253
25,21,val,254
25,26,train,255
25,29,train,256
25,30,train,257
25,41,train,258
25,34,train,259
25,45,train,260
26,47,train,261
26,51,train,262
26,40,train,263
26,54,train,264
26,53,train,265
26,74,train,266
26,41,train,267
26,70,train,268
26,48,val,269
26,42,test,270
27,72,train,271
27,74,test,272
27,67,train,273
27,77,train,274
27,87,train,275
27,76,train,276
27,75,train,277
27,73,train,278
27,79,val,279
27,81,train,280
28,91,train,281
28,99,train,282
28,92,val,283
28,84,test,284
28,116,train,285
28,93,train,286
28,112,train,287
28,88,train,288
28,95,train,289
28,98,train,290
29,101,train,291
29,107,val,292
29,105,train,293
29,113,test,294
29,7,train,295
29,100,train,296
29,5,train,297
29,108,train,298
29,119,train,299
29,103,train,300
30,18,test,301
30,3,train,302
30,11,train,303
30,12,train,304
30,17,train,305
30,5,train,306
30,8,train,307
30,38,train,308
30,20,train,309
30,13,val,310
31,27,train,311
31,34,train,312
31,31,train,313
31,24,val,314
31,41,train,315
31,36,train,316
31,37,train,317
31,44,train,318
31,26,test,319
31,20,train,320
32,55,train,321
32,45,train,322
32,57,train,323
32,78,train,324
32,54,train,325
32,46,train,326
32,47,train,327
32,58,test,328
32,41,val,329
32,73,train,330
33,66,train,331
33,75,train,332
33,93,train,333
33,74,test,334
33,64,train,335
33,68,train,336
33,79,train,337
33,70,val,338
33,87,train,339
33,60,train,340
34,91,train,341
34,115,train,342
34,84,train,343
34,81,train,344
34,99,train,345
34,94,test,346
34,111,train,347
34,82,val,348
34,90,train,349
34,83,train,350
35,118,test,351
35,117,train,352
35,115,train,353
35,111,val,354
35,110,train,355
35,107,train,356
35,113,train,357
35,7,train,358
35,114,train,359
35,5,train,360
36,10,train,361
36,17,train,362
36,34,train,363
36,15,test,364
36,11,val,365
36,18,train,366
36,7,train,367
36,13,train,368
36,31,train,369
36,8,train,370
37,33,train,371
37,34,train,372
37,57,train,373
37,25,test,374
37,29,train,375
37,26,train,376
37,55,train,377
37,35,train,378
37,28,val,379
37,22,train,380
38,45,train,381
38,58,train,382
38,55,train,383
38,72,train,384
38,46,train,385
38,57,test,386
38,68,train,387
38,56,train,388
38,41,train,389
38,43,val,390
39,69,val,391
39,68,train,392
39,65,test,393
39,67,train,394
39,62,train,395
39,99,train,396
39,81,train,397
39,74,train,398
39,79,train,399
39,72,train,400
40,80,train,401
40,83,train,402
40,90,train,403
40,82,train,404
40,103,train,405
40,97,train,406
40,85,train,407
40,117,train,408
40,87,val,409
40,94,test,410
41,102,train,411
41,114,train,412
41,10,train,413
41,106,test,414
41,112,train,415
41,105,train,416
41,113,val,417
41,108,train,418
41,100,train,419
41,13,train,420
42,8,test,421
42,26,train,422
42,12,train,423
42,2,train,424
42,3,val,425
42,19,train,426
42,31,train,427
42,7,train,428
42,16,train,429
42,11,train,430
43,24,val,431
43,33,train,432
43,41,train,433
43,30,train,434
43,21,train,435
43,35,train,436
43,36,test,437
43,26,train,438
43,48,train,439
43,38,train,440
44,48,train,441
44,40,val,442
44,45,train,443
44,51,test,444
44,50,train,445
44,56,train,446
44,59,train,447
44,76,train,448
44,71,train,449
44,55,train,450
45,63,train,451
45,71,val,452
45,65,test,453
45,78,train,454
45,91,train,455
45,64,train,456
45,77,train,457
45,68,train,458
45,98,train,459
45,70,train,460
46,96,train,461
46,91,train,462
46,86,val,463
46,97,test,464
46,82,train,465
46,108,train,466
46,87,train,467
46,90,train,468
46,104,train,469
46,85,train,470
47,119,train,471
47,115,train,472
47,106,train,473
47,116,train,474
47,7,train,475
47,16,train,476
47,109,train,477
47,101,train,478
47,110,val,479
47,103,test,480
48,21,train,481
48,19,train,482
48,2,test,483
48,16,train,484
48,18,train,485
48,10,val,486
48,1,train,487
48,9,train,488
48,36,train,489
48,12,train,490
49,22,train,491
49,33,train,492
49,37,test,493
49,38,train,494
49,30,val,495
49,39,train,496
49,23,train,497
49,59,train,498
49,28,train,499
49,41,train,500
50,58,train,501
50,44,train,502
50,69,train,503
50,46,train,504
50,56,train,505
50,49,test,506
50,47,val,507
50,40,train,508
50,76,train,509
50,55,train,510
51,84,train,511
51,66,train,512
51,69,train,513
51,67,train,514
51,77,test,515
51,70,train,516
51,64,train,517
51,80,train,518
51,71,train,519
51,65,val,520
52,90,train,521
52,80,train,522
52,85,test,523
52,81,train,524
52,83,train,525
52,92,train,526
52,86,val,527
52,113,train,528
52,100,train,529
52,99,train,530
53,118,val,531
53,111,train,532
53,105,train,533
53,6,train,534
53,103,train,535
53,114,train,536
53,104,test,537
53,107,train,538
53,13,train,539
53,101,train,540
54,31,train,541
54,9,train,542
54,3,train,543
54,1,test,544
54,10,val,545
54,12,train,546
54,15,train,547
54,19,train,548
54,33,train,549
54,2,train,550
55,26,train,551
55,51,train,552
55,20,train,553
55,36,train,554
55,34,test,555
55,41,train,556
55,35,train,557
55,22,train,558
55,37,val,559
55,21,train,560
56,43,train,561
56,40,train,562
56,42,val,563
56,57,test,564
56,41,train,565
56,46,train,566
56,49,train,567
56,51,train,568
56,79,train,569
56,68,train,570
57,63,train,571
57,62,test,572
57,77,val,573
57,78,train,574
57,81,train,575
57,61,train,576
57,74,train,577
57,73,train,578
57,67,train,579
57,95,train,580
58,81,train,581
58,98,val,582
58,114,train,583
58,80,train,584
58,82,test,585
58,92,train,586
58,87,train,587
58,93,train,588
58,91,train,589
58,103,train,590
59,113,train,591
59,100,train,592
59,115,train,593
59,104,train,594
59,107,test,595
59,109,train,596
59,117,train,597
59,9,train,598
59,106,val,599
59,16,train,600
